Indicator,Indicator_ID,Indicator_Measure,Indicator_Measure_ID,Geography,Geography_ID,Geo_Label,GEO_Code,Age_Groups,Age_Groups_ID,Sex,Sex_ID,SDOH,SDOH_ID,SDOH_Cat,SDOH_Cat_ID,Year,Numerator,Denominator,CrudeRate,StdErr_Cr,Lower_CI_Cr,Upper_CI_Cr,CV_Cr,CV_Cr_Interpret,ASR,StdErr_ASR,Lower_CI_ASR,Upper_CI_ASR,CV_ASR,CV_ASR_Interpret,N,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,City of Ottawa HU,3551,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,423214,683669,61.9,1.4112,59.1,64.7,2.3,3,62,1.38638739,59.3,64.7,2.2,3,1402,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,5101,6312,80.8,4.2218,72.5,89.1,5.2,3,73.4,8.54985255,56.7,90.2,11.6,3,89,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Oxford County HU,3552,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,48809,71486,68.3,1.614,65.1,71.4,2.4,3,68.2,1.896929399,64.5,72,2.8,3,599,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,16073,27949,57.5,8.4236,41,74,14.6,3,44.9,10.83536881,23.7,66.2,24.1,2,73,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Peel Regional HU,3553,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,597503,947053,63.1,1.3143,60.5,65.7,2.1,3,63.8,1.327513363,61.2,66.4,2.1,3,1507,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,2966,4018,73.8,5.1694,63.7,84,7,3,64.2,9.600395972,45.4,83.1,15,3,68,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Perth District HU,3554,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,36232,52270,69.3,2.0037,65.4,73.2,2.9,3,68.5,1.907017839,64.8,72.2,2.8,3,585,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,4402,5724,76.9,4.7057,67.7,86.1,6.1,3,73.8,4.758289306,64.5,83.2,6.4,3,87,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Peterborough County-City HU,3555,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,65415,97988,66.8,2.1805,62.5,71,3.3,3,66.1,2.392642724,61.4,70.8,3.6,3,733,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,6050,7761,78,1.9771,74.1,81.8,2.5,3,79.5,5.663703904,68.4,90.6,7.1,3,139,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Porcupine HU,3556,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,35577,49541,71.8,2.5112,66.9,76.7,3.5,3,71.5,2.438750948,66.7,76.3,3.4,3,588,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,3792,4663,81.3,5.6933,70.2,92.5,7,3,90.8,4.41412771,82.2,99.5,4.9,3,68,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Renfrew County and District HU,3557,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,48909,66853,73.2,1.8906,69.4,76.9,2.6,3,72.1,2.127222805,68,76.3,3,3,682,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,10890,14639,74.4,3.674,67.2,81.6,4.9,3,67.2,4.983248551,57.4,76.9,7.4,3,143,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Eastern Ontario HU,3558,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,92731,133296,69.6,1.8311,66,73.2,2.6,3,69,2.125212449,64.8,73.1,3.1,3,822,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,13681,18894,72.4,5.8999,60.8,84,8.1,3,51.9,9.029150244,34.2,69.6,17.4,2,91,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Simcoe Muskoka District HU,3560,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,247528,384631,64.4,1.6891,61,67.7,2.6,3,63.7,1.490283154,60.8,66.6,2.3,3,1104,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,7389,10844,68.1,4.886,58.5,77.7,7.2,3,60.4,7.977887386,44.7,76,13.2,3,102,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Sudbury and District HU,3561,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,88971,128945,69,1.5539,65.9,72,2.3,3,68.2,1.802631595,64.6,71.7,2.6,3,795,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,5098,5863,87,3.3491,80.4,93.5,3.9,3,75.2,9.663280072,56.3,94.2,12.9,3,98,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Thunder Bay District HU,3562,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,69706,98615,70.7,1.855,67,74.3,2.6,3,70,1.956843261,66.2,73.9,2.8,3,824,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,2145,2828,75.9,4.5974,66.8,84.9,6.1,3,62.6,9.895795261,43.2,82,15.8,2,76,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Timiskaming HU,3563,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,15853,20102,78.9,2.0787,74.8,82.9,2.6,3,77,2.728843152,71.7,82.4,3.5,3,460,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,14594,21879,66.7,5.2178,56.5,76.9,7.8,3,63.5,4.610095968,54.5,72.5,7.3,3,103,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Waterloo HU,3565,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,228901,360713,63.5,1.6793,60.2,66.8,2.6,3,63.7,1.577432429,60.6,66.8,2.5,3,1159,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,8461,12056,70.2,5.1567,60.1,80.3,7.3,3,70.9,6.447904853,58.3,83.6,9.1,3,87,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Wellington-Dufferin-Guelph HU,3566,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,131099,190781,68.7,1.7419,65.3,72.1,2.5,3,68.9,1.622195025,65.8,72.1,2.4,3,911,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Windsor-Essex County HU,3568,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,10276,16288,63.1,7.1002,49.2,77,11.3,3,64.7,7.930954961,49.2,80.3,12.3,3,107,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Windsor-Essex County HU,3568,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,176628,265325,66.6,1.9189,62.8,70.3,2.9,3,67,1.772619462,63.5,70.5,2.6,3,1050,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,York Regional HU,3570,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,11673,15755,74.1,5.6082,63.1,85.1,7.6,3,38.3,9.398363214,19.9,56.7,24.5,2,59,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,York Regional HU,3570,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,422107,788483,53.5,1.645,50.3,56.8,3.1,3,53.3,1.482231523,50.4,56.2,2.8,3,1290,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,City of Toronto HU,3595,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,50616,79318,63.8,5.4301,53.2,74.5,8.5,3,58,5.074961696,48,67.9,8.7,3,138,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,City of Toronto HU,3595,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,1073184,2023729,53,1.2507,50.6,55.5,2.4,3,53.4,1.232879137,51,55.8,2.3,3,1715,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Winnipeg RHA,4601,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,20394,30818,66.2,4.3646,57.6,74.7,6.6,3,61.4,5.211214406,51.2,71.6,8.5,3,169,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Winnipeg RHA,4601,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,300247,494550,60.7,1.2478,58.3,63.2,2.1,3,61.6,1.161143304,59.3,63.9,1.9,3,1662,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Prairie Mountain Health,4602,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,6210,8930,69.5,4.1081,61.5,77.6,5.9,3,60.5,8.40728889,44,77,13.9,3,142,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Prairie Mountain Health,4602,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,72576,101597,71.4,1.7783,67.9,74.9,2.5,3,71,1.649524109,67.7,74.2,2.3,3,1070,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Interlake-Eastern Regional Health,4603,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,4896,6721,72.8,5.524,62,83.7,7.6,3,71,8.168384956,55,87.1,11.5,3,134,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Interlake-Eastern Regional Health,4603,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,52894,73241,72.2,1.8185,68.7,75.8,2.5,3,70.8,1.832705948,67.2,74.4,2.6,3,932,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Northern RHA,4604,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,1213,1518,79.9,4.94,70.2,89.6,6.2,3,81.4,5.290641271,71.1,91.8,6.5,3,75,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Northern RHA,4604,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,13272,18215,72.9,2.1054,68.7,77,2.9,3,73,2.115797429,68.8,77.1,2.9,3,620,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Southern Health,4605,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,8858,12384,71.5,3.775,64.1,78.9,5.3,3,69.8,4.869761683,60.2,79.3,7,3,161,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Southern Health,4605,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,75202,108878,69.1,1.5308,66.1,72.1,2.2,3,69.6,1.462346912,66.7,72.4,2.1,3,976,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Sun Country RHA,4701,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,2721,3755,72.5,5.8553,61,84,8.1,3,57,7.847163214,41.6,72.4,13.8,3,68,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Sun Country RHA,4701,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,26230,35947,73,1.8942,69.3,76.7,2.6,3,73,2.14998163,68.8,77.2,2.9,3,422,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Five Hills RHA,4702,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,2096,3073,68.2,7.4317,53.6,82.8,10.9,3,56.2,9.303797556,38,74.4,16.6,2,48,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Five Hills RHA,4702,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,24992,35457,70.5,2.0779,66.4,74.6,2.9,3,70.6,2.437858081,65.8,75.4,3.5,3,401,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Cypress RHA,4703,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,1981,2771,71.5,5.9304,59.8,83.1,8.3,3,71.5,7.085909487,57.6,85.4,9.9,3,61,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Cypress RHA,4703,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,19506,27480,71,2.5353,66,76,3.6,3,67.7,2.992411836,61.8,73.5,4.4,3,381,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Regina Qu'Appelle RHA,4704,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,7414,9339,79.4,4.9038,69.8,89,6.2,3,74.9,9.057520583,57.1,92.6,12.1,3,53,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Regina Qu'Appelle RHA,4704,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,135281,191195,70.8,1.3901,68,73.5,2,3,71.5,1.623914856,68.3,74.7,2.3,3,763,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Sunrise RHA,4705,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,3713,4652,79.8,4.1066,71.8,87.9,5.1,3,79.4,2.398746916,74.7,84.1,3,3,79,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Sunrise RHA,4705,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,26169,33416,78.3,2.2419,73.9,82.7,2.9,3,78.2,2.156348799,74,82.5,2.8,3,392,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Saskatoon RHA,4706,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,8123,12058,67.4,5.4248,56.7,78,8.1,3,66.1,8.0990238,50.2,81.9,12.3,3,62,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Saskatoon RHA,4706,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,161170,244890,65.8,1.7658,62.3,69.3,2.7,3,66.9,1.681656746,63.6,70.2,2.5,3,800,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Heartland RHA,4707,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,2271,3299,68.8,6.507,56.1,81.6,9.5,3,63.8,6.659111233,50.8,76.9,10.4,3,53,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Heartland RHA,4707,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,18055,25709,70.2,2.4372,65.4,75,3.5,3,67.9,2.663565033,62.7,73.2,3.9,3,342,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Kelsey Trail RHA,4708,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,2197,2930,75,6.14,63,87.1,8.2,3,60.3,4.458022747,51.6,69,7.4,3,54,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Kelsey Trail RHA,4708,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,16878,22526,74.9,3.3881,68.3,81.6,4.5,3,73,3.530481348,66.1,79.9,4.8,3,292,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Prince Albert Parkland RHA,4709,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,1980,2773,71.4,7.2341,57.2,85.6,10.1,3,71.4,7.445475372,56.8,86,10.4,3,44,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Prince Albert Parkland RHA,4709,adults aged 18+ years,1,both sexes,1,Education (household),2,At least high school,11,2015-2018,31065,42461,73.2,1.9655,69.3,77,2.7,3,72.6,2.270503663,68.1,77,3.1,3,413,
Overweigh or Obesity,3,"Prevalence (%) of overweight or obesity (self-reported, adjusted BMI)",5,Health Regions,2,Prairie North RHA,4710,adults aged 18+ years,1,both sexes,1,Education (household),2,Less than high school,8,2015-2018,3118,4241,73.5,6.6143,60.5,86.5,9,3,73.1,10.18206425,53.2,93.1,13.9,3,62,
